"","type","RT","errorStatus","condition","subn"
"3385","nogo",2000,0,"O","14"
"3386","go",354,0,"O","14"
"3387","go",307,0,"O","14"
"3388","nogo",2000,0,"O","14"
"3389","go",328,0,"O","14"
"3390","go",285,0,"O","14"
"3391","go",286,0,"O","14"
"3392","go",319,0,"O","14"
"3393","go",317,0,"O","14"
"3394","go",299,0,"O","14"
"3395","go",315,0,"O","14"
"3396","go",330,0,"O","14"
"3397","nogo",2000,0,"O","14"
"3398","go",326,0,"O","14"
"3399","nogo",2000,0,"O","14"
"3400","nogo",2000,0,"O","14"
"3401","go",450,0,"O","14"
"3402","go",324,0,"O","14"
"3403","nogo",2000,0,"O","14"
"3404","go",333,0,"O","14"
"3405","go",364,0,"O","14"
"3406","nogo",2000,0,"O","14"
"3407","go",458,0,"O","14"
"3408","go",294,0,"O","14"
"3409","go",315,0,"O","14"
"3410","nogo",2000,0,"O","14"
"3411","go",345,0,"O","14"
"3412","nogo",2000,0,"O","14"
"3413","go",359,0,"O","14"
"3414","go",315,0,"O","14"
"3415","go",306,0,"O","14"
"3416","go",340,0,"O","14"
"3417","go",329,0,"O","14"
"3418","go",294,0,"O","14"
"3419","nogo",2000,0,"O","14"
"3420","go",267,0,"O","14"
"3421","nogo",277,1,"O","14"
"3422","go",514,0,"O","14"
"3423","go",297,0,"O","14"
"3424","nogo",2000,0,"O","14"
"3425","nogo",2000,0,"O","14"
"3426","go",409,0,"O","14"
"3427","go",324,0,"O","14"
"3428","go",361,0,"O","14"
"3429","go",326,0,"O","14"
"3430","go",333,0,"O","14"
"3431","go",333,0,"O","14"
"3432","go",326,0,"O","14"
"3433","go",288,0,"O","14"
"3434","go",305,0,"O","14"
"3435","go",306,0,"O","14"
"3436","nogo",2000,0,"O","14"
"3437","go",372,0,"O","14"
"3438","go",351,0,"O","14"
"3439","nogo",2000,0,"O","14"
"3440","nogo",2000,0,"O","14"
"3441","go",534,0,"O","14"
"3442","nogo",2000,0,"O","14"
"3443","go",309,0,"O","14"
"3444","go",349,0,"O","14"
"3445","nogo",2000,0,"O","14"
"3446","go",359,0,"O","14"
"3447","nogo",2000,0,"O","14"
"3448","go",318,0,"O","14"
"3449","go",354,0,"O","14"
"3450","nogo",2000,0,"O","14"
"3451","go",293,0,"O","14"
"3452","go",316,0,"O","14"
"3453","go",299,0,"O","14"
"3454","go",427,0,"O","14"
"3455","go",404,0,"O","14"
"3456","go",344,0,"O","14"
"3457","nogo",2000,0,"O","14"
"3458","nogo",2000,0,"O","14"
"3459","go",431,0,"O","14"
"3460","nogo",2000,0,"O","14"
"3461","nogo",2000,0,"O","14"
"3462","nogo",2000,0,"O","14"
"3463","go",435,0,"O","14"
"3464","go",339,0,"O","14"
"3465","go",339,0,"O","14"
"3466","go",336,0,"O","14"
"3467","nogo",2000,0,"O","14"
"3468","go",610,0,"O","14"
"3469","nogo",2000,0,"O","14"
"3470","go",407,0,"O","14"
"3471","go",387,0,"O","14"
"3472","go",367,0,"O","14"
"3473","nogo",2000,0,"O","14"
"3474","go",385,0,"O","14"
"3475","go",564,0,"O","14"
"3476","go",366,0,"O","14"
"3477","go",356,0,"O","14"
"3478","go",340,0,"O","14"
"3479","nogo",2000,0,"O","14"
"3480","go",622,0,"O","14"
"3481","go",326,0,"O","14"
"3482","nogo",2000,0,"O","14"
"3483","nogo",2000,0,"O","14"
"3484","go",397,0,"O","14"
"3485","go",333,0,"O","14"
"3486","go",317,0,"O","14"
"3487","go",395,0,"O","14"
"3488","nogo",2000,0,"O","14"
"3489","go",683,0,"O","14"
"3490","go",322,0,"O","14"
"3491","go",328,0,"O","14"
"3492","go",302,0,"O","14"
"3493","go",351,0,"O","14"
"3494","nogo",2000,0,"O","14"
"3495","nogo",2000,0,"O","14"
"3496","nogo",2000,0,"O","14"
"3497","go",423,0,"O","14"
"3498","go",354,0,"O","14"
"3499","go",365,0,"O","14"
"3500","nogo",2000,0,"O","14"
"3501","nogo",2000,0,"O","14"
"3502","go",865,0,"O","15"
"3503","go",378,0,"O","15"
"3504","go",344,0,"O","15"
"3505","go",323,0,"O","15"
"3506","nogo",2000,0,"O","15"
"3507","nogo",2000,0,"O","15"
"3508","go",458,0,"O","15"
"3509","go",330,0,"O","15"
"3510","go",319,0,"O","15"
"3511","go",344,0,"O","15"
"3512","go",341,0,"O","15"
"3513","nogo",2000,0,"O","15"
"3514","go",481,0,"O","15"
"3515","go",382,0,"O","15"
"3516","nogo",2000,0,"O","15"
"3517","go",321,0,"O","15"
"3518","go",363,0,"O","15"
"3519","go",306,0,"O","15"
"3520","nogo",2000,0,"O","15"
"3521","go",397,0,"O","15"
"3522","go",302,0,"O","15"
"3523","go",312,0,"O","15"
"3524","go",356,0,"O","15"
"3525","nogo",2000,0,"O","15"
"3526","go",337,0,"O","15"
"3527","go",292,0,"O","15"
"3528","nogo",2000,0,"O","15"
"3529","go",346,0,"O","15"
"3530","go",310,0,"O","15"
"3531","go",299,0,"O","15"
"3532","go",365,0,"O","15"
"3533","go",361,0,"O","15"
"3534","go",399,0,"O","15"
"3535","go",330,0,"O","15"
"3536","go",383,0,"O","15"
"3537","go",381,0,"O","15"
"3538","go",394,0,"O","15"
"3539","nogo",2000,0,"O","15"
"3540","go",394,0,"O","15"
"3541","go",364,0,"O","15"
"3542","go",362,0,"O","15"
"3543","go",341,0,"O","15"
"3544","go",348,0,"O","15"
"3545","go",330,0,"O","15"
"3546","go",359,0,"O","15"
"3547","go",349,0,"O","15"
"3548","go",316,0,"O","15"
"3549","go",314,0,"O","15"
"3550","nogo",2000,0,"O","15"
"3551","go",622,0,"O","15"
"3552","go",318,0,"O","15"
"3553","go",302,0,"O","15"
"3554","go",277,0,"O","15"
"3555","go",268,0,"O","15"
"3556","go",278,0,"O","15"
"3557","go",309,0,"O","15"
"3558","go",293,0,"O","15"
"3559","go",326,0,"O","15"
"3560","go",338,0,"O","15"
"3561","go",348,0,"O","15"
"3562","go",344,0,"O","15"
"3563","nogo",2000,0,"O","15"
"3564","nogo",2000,0,"O","15"
"3565","go",431,0,"O","15"
"3566","go",337,0,"O","15"
"3567","go",342,0,"O","15"
"3568","go",332,0,"O","15"
"3569","go",323,0,"O","15"
"3570","go",339,0,"O","15"
"3571","go",375,0,"O","15"
"3572","nogo",2000,0,"O","15"
"3573","go",321,0,"O","15"
"3574","go",315,0,"O","15"
"3575","go",381,0,"O","15"
"3576","go",345,0,"O","15"
"3577","nogo",2000,0,"O","15"
"3578","go",315,0,"O","15"
"3579","go",298,0,"O","15"
"3580","go",288,0,"O","15"
"3581","go",265,0,"O","15"
"3582","go",306,0,"O","15"
"3583","go",289,0,"O","15"
"3584","go",281,0,"O","15"
"3585","go",287,0,"O","15"
"3586","go",290,0,"O","15"
"3587","go",281,0,"O","15"
"3588","go",352,0,"O","15"
"3589","nogo",279,1,"O","15"
"3590","go",463,0,"O","15"
"3591","go",295,0,"O","15"
"3592","go",318,0,"O","15"
"3593","nogo",2000,0,"O","15"
"3594","nogo",2000,0,"O","15"
"3595","go",376,0,"O","15"
"3596","nogo",315,1,"O","15"
"3597","go",313,0,"O","15"
"3598","go",368,0,"O","15"
"3599","go",333,0,"O","15"
"3600","nogo",2000,0,"O","15"
"3601","go",432,0,"O","15"
"3602","go",344,0,"O","15"
"3603","go",356,0,"O","15"
"3604","nogo",2000,0,"O","15"
"3605","nogo",2000,0,"O","15"
"3606","go",419,0,"O","15"
"3607","go",324,0,"O","15"
"3608","nogo",2000,0,"O","15"
"3609","go",329,0,"O","15"
"3610","go",389,0,"O","15"
"3611","go",314,0,"O","15"
"3612","go",376,0,"O","15"
"3613","go",373,0,"O","15"
"3614","go",338,0,"O","15"
"3615","go",377,0,"O","15"
"3616","go",364,0,"O","15"
"3617","go",330,0,"O","15"
"3618","go",384,0,"O","15"
"3619","go",357,0,"O","15"
"3620","nogo",2000,0,"O","15"
"3621","nogo",2000,0,"O","15"
"3622","go",433,0,"O","15"
"3623","go",308,0,"O","15"
"3624","go",331,0,"O","15"
"3625","nogo",2000,0,"O","15"
"3626","go",294,0,"O","15"
"3627","go",275,0,"O","15"
"3628","go",268,0,"O","15"
"3629","go",284,0,"O","15"
"3630","go",278,0,"O","15"
"3631","go",317,0,"O","15"
"3632","go",294,0,"O","15"
"3633","go",293,0,"O","15"
"3634","go",266,0,"O","15"
"3635","go",300,0,"O","15"
"3636","go",292,0,"O","15"
"3637","go",282,0,"O","15"
"3638","go",276,0,"O","15"
"3639","go",314,0,"O","15"
"3640","go",292,0,"O","15"
"3641","go",395,0,"O","15"
"3642","nogo",2000,0,"O","15"
"3643","go",501,0,"O","15"
"3644","go",291,0,"O","15"
"3645","nogo",2000,0,"O","15"
"3646","go",310,0,"O","15"
"3647","go",284,0,"O","15"
"3648","go",285,0,"O","15"
"3649","go",277,0,"O","15"
"3650","go",284,0,"O","15"
"3651","go",302,0,"O","15"
"3652","go",341,0,"O","15"
"3653","go",308,0,"O","15"
"3654","go",309,0,"O","15"
"3655","nogo",2000,0,"O","15"
"3656","go",301,0,"O","15"
"3657","nogo",267,1,"O","15"
"3658","go",332,0,"O","15"
"3659","go",315,0,"O","15"
"3660","go",306,0,"O","15"
"3661","go",330,0,"O","15"
"3662","go",338,0,"O","15"
"3663","go",286,0,"O","15"
"3664","go",303,0,"O","15"
"3665","go",302,0,"O","15"
"3666","go",317,0,"O","15"
"3667","go",292,0,"O","15"
"3668","go",331,0,"O","15"
"3669","go",289,0,"O","15"
"3670","go",306,0,"O","15"
"3671","go",290,0,"O","15"
"3672","go",283,0,"O","15"
"3673","go",353,0,"O","15"
"3674","nogo",2000,0,"O","15"
"3675","go",333,0,"O","15"
"3676","go",295,0,"O","15"
"3677","go",462,0,"O","15"
"3678","nogo",2000,0,"O","15"
"3679","go",342,0,"O","15"
"3680","go",265,0,"O","15"
"3681","go",322,0,"O","15"
"3682","go",321,0,"O","15"
"3683","go",312,0,"O","15"
"3684","go",311,0,"O","15"
"3685","go",302,0,"O","15"
"3686","go",311,0,"O","15"
"3687","go",323,0,"O","15"
"3688","go",315,0,"O","15"
"3689","go",323,0,"O","15"
"3690","go",314,0,"O","15"
"3691","nogo",2000,0,"O","15"
"3692","nogo",2000,0,"O","15"
"3693","go",417,0,"O","15"
"3694","go",285,0,"O","15"
"3695","nogo",2000,0,"O","15"
"3696","go",304,0,"O","15"
"3697","go",316,0,"O","15"
"3698","go",349,0,"O","15"
"3699","go",274,0,"O","15"
"3700","go",267,0,"O","15"
"3701","go",268,0,"O","15"
"3702","go",276,0,"O","15"
"3703","go",298,0,"O","15"
"3704","nogo",2000,0,"O","15"
"3705","nogo",2000,0,"O","15"
"3706","go",444,0,"O","15"
"3707","go",380,0,"O","15"
"3708","nogo",2000,0,"O","15"
"3709","go",439,0,"O","15"
"3710","go",311,0,"O","15"
"3711","go",286,0,"O","15"
"3712","go",295,0,"O","15"
"3713","go",261,0,"O","15"
"3714","go",280,0,"O","15"
"3715","go",263,0,"O","15"
"3716","go",346,0,"O","15"
"3717","nogo",2000,0,"O","15"
"3718","go",261,0,"O","15"
"3719","go",243,0,"O","15"
"3720","nogo",244,1,"O","15"
"3721","go",319,0,"O","15"
"3722","go",293,0,"O","15"
"3723","go",268,0,"O","15"
"3724","go",270,0,"O","15"
"3725","go",256,0,"O","15"
"3726","go",267,0,"O","15"
"3727","go",298,0,"O","15"
"3728","go",273,0,"O","15"
"3729","go",265,0,"O","15"
"3730","nogo",2000,0,"O","15"
"3731","go",255,0,"O","15"
"3732","go",271,0,"O","15"
"3733","nogo",241,1,"O","15"
"3734","go",411,0,"O","15"
"3735","nogo",2000,0,"O","15"
"3736","go",323,0,"O","15"
"3737","nogo",2000,0,"O","15"
"3738","nogo",2000,0,"O","15"
"3739","nogo",2000,0,"O","15"
"3740","go",388,0,"O","15"
"3741","go",350,0,"O","15"
"3742","go",323,0,"O","15"
"3743","go",347,0,"O","15"
"3744","nogo",2000,0,"O","15"
"3745","nogo",2000,0,"O","15"
"3746","go",320,0,"O","15"
"3747","nogo",2000,0,"O","15"
"3748","nogo",2000,0,"O","15"
"3749","go",405,0,"O","15"
"3750","nogo",248,1,"O","15"
"3751","nogo",288,1,"O","15"
"3752","nogo",2000,0,"O","16"
"3753","go",667,0,"O","16"
"3754","nogo",2000,0,"O","16"
"3755","go",446,0,"O","16"
"3756","go",573,0,"O","16"
"3757","nogo",2000,0,"O","16"
"3758","go",343,0,"O","16"
"3759","go",349,0,"O","16"
"3760","go",366,0,"O","16"
"3761","go",374,0,"O","16"
"3762","go",387,0,"O","16"
"3763","go",367,0,"O","16"
"3764","go",443,0,"O","16"
"3765","go",378,0,"O","16"
"3766","go",347,0,"O","16"
"3767","go",389,0,"O","16"
"3768","go",308,0,"O","16"
"3769","go",389,0,"O","16"
"3770","nogo",2000,0,"O","16"
"3771","go",371,0,"O","16"
"3772","go",374,0,"O","16"
"3773","go",364,0,"O","16"
"3774","go",334,0,"O","16"
"3775","go",309,0,"O","16"
"3776","go",340,0,"O","16"
"3777","go",340,0,"O","16"
"3778","go",332,0,"O","16"
"3779","go",352,0,"O","16"
"3780","go",343,0,"O","16"
"3781","go",309,0,"O","16"
"3782","go",308,0,"O","16"
"3783","go",315,0,"O","16"
"3784","go",346,0,"O","16"
"3785","go",343,0,"O","16"
"3786","go",365,0,"O","16"
"3787","nogo",2000,0,"O","16"
"3788","go",433,0,"O","16"
"3789","go",310,0,"O","16"
"3790","go",287,0,"O","16"
"3791","go",287,0,"O","16"
"3792","go",280,0,"O","16"
"3793","go",296,0,"O","16"
"3794","go",304,0,"O","16"
"3795","go",304,0,"O","16"
"3796","go",288,0,"O","16"
"3797","go",295,0,"O","16"
"3798","nogo",2000,0,"O","16"
"3799","go",683,0,"O","16"
"3800","go",340,0,"O","16"
"3801","go",386,0,"O","16"
"3802","go",325,0,"O","16"
"3803","go",307,0,"O","16"
"3804","go",373,0,"O","16"
"3805","go",329,0,"O","16"
"3806","go",302,0,"O","16"
"3807","go",319,0,"O","16"
"3808","go",286,0,"O","16"
"3809","go",295,0,"O","16"
"3810","go",291,0,"O","16"
"3811","go",325,0,"O","16"
"3812","go",291,0,"O","16"
"3813","go",275,0,"O","16"
"3814","go",260,0,"O","16"
"3815","go",301,0,"O","16"
"3816","go",309,0,"O","16"
"3817","go",273,0,"O","16"
"3818","go",283,0,"O","16"
"3819","nogo",2000,0,"O","16"
"3820","nogo",2000,0,"O","16"
"3821","go",486,0,"O","16"
"3822","go",309,0,"O","16"
"3823","go",283,0,"O","16"
"3824","go",275,0,"O","16"
"3825","nogo",2000,0,"O","16"
"3826","go",479,0,"O","16"
"3827","go",359,0,"O","16"
"3828","go",340,0,"O","16"
"3829","go",308,0,"O","16"
"3830","nogo",2000,0,"O","16"
"3831","go",504,0,"O","16"
"3832","go",346,0,"O","16"
"3833","go",324,0,"O","16"
"3834","go",313,0,"O","16"
"3835","go",336,0,"O","16"
"3836","go",302,0,"O","16"
"3837","go",350,0,"O","16"
"3838","go",339,0,"O","16"
"3839","go",338,0,"O","16"
"3840","go",304,0,"O","16"
"3841","nogo",2000,0,"O","16"
"3842","go",436,0,"O","16"
"3843","go",298,0,"O","16"
"3844","nogo",2000,0,"O","16"
"3845","go",440,0,"O","16"
"3846","go",385,0,"O","16"
"3847","go",358,0,"O","16"
"3848","go",285,0,"O","16"
"3849","go",306,0,"O","16"
"3850","go",291,0,"O","16"
"3851","go",307,0,"O","16"
"3852","go",283,0,"O","16"
"3853","go",314,0,"O","16"
"3854","go",313,0,"O","16"
"3855","go",288,0,"O","16"
"3856","go",304,0,"O","16"
"3857","go",328,0,"O","16"
"3858","nogo",2000,0,"O","16"
"3859","go",380,0,"O","16"
"3860","go",311,0,"O","16"
"3861","go",316,0,"O","16"
"3862","go",349,0,"O","16"
"3863","go",345,0,"O","16"
"3864","nogo",2000,0,"O","16"
"3865","go",334,0,"O","16"
"3866","go",306,0,"O","16"
"3867","nogo",2000,0,"O","16"
"3868","go",324,0,"O","16"
"3869","nogo",2000,0,"O","16"
"3870","go",319,0,"O","16"
"3871","go",389,0,"O","16"
"3872","go",304,0,"O","16"
"3873","go",288,0,"O","16"
"3874","go",311,0,"O","16"
"3875","go",293,0,"O","16"
"3876","go",318,0,"O","16"
"3877","nogo",2000,0,"O","16"
"3878","go",362,0,"O","16"
"3879","go",293,0,"O","16"
"3880","go",296,0,"O","16"
"3881","nogo",2000,0,"O","16"
"3882","go",329,0,"O","16"
"3883","go",263,0,"O","16"
"3884","go",263,0,"O","16"
"3885","go",367,0,"O","16"
"3886","go",317,0,"O","16"
"3887","go",332,0,"O","16"
"3888","nogo",2000,0,"O","16"
"3889","go",342,0,"O","16"
"3890","go",282,0,"O","16"
"3891","go",266,0,"O","16"
"3892","go",260,0,"O","16"
"3893","go",292,0,"O","16"
"3894","nogo",2000,0,"O","16"
"3895","go",332,0,"O","16"
"3896","nogo",2000,0,"O","16"
"3897","go",403,0,"O","16"
"3898","go",277,0,"O","16"
"3899","go",302,0,"O","16"
"3900","go",301,0,"O","16"
"3901","nogo",2000,0,"O","16"
"3902","go",369,0,"O","16"
"3903","nogo",2000,0,"O","16"
"3904","go",330,0,"O","16"
"3905","go",318,0,"O","16"
"3906","go",285,0,"O","16"
"3907","go",310,0,"O","16"
"3908","go",292,0,"O","16"
"3909","go",292,0,"O","16"
"3910","go",291,0,"O","16"
"3911","go",274,0,"O","16"
"3912","go",339,0,"O","16"
"3913","go",302,0,"O","16"
"3914","go",372,0,"O","16"
"3915","go",434,0,"O","16"
"3916","nogo",2000,0,"O","16"
"3917","go",430,0,"O","16"
"3918","go",328,0,"O","16"
"3919","go",307,0,"O","16"
"3920","go",294,0,"O","16"
"3921","go",292,0,"O","16"
"3922","go",309,0,"O","16"
"3923","nogo",2000,0,"O","16"
"3924","go",386,0,"O","16"
"3925","go",244,0,"O","16"
"3926","go",278,0,"O","16"
"3927","go",277,0,"O","16"
"3928","go",294,0,"O","16"
"3929","go",359,0,"O","16"
"3930","go",291,0,"O","16"
"3931","go",268,0,"O","16"
"3932","go",317,0,"O","16"
"3933","go",300,0,"O","16"
"3934","go",292,0,"O","16"
"3935","go",317,0,"O","16"
"3936","go",283,0,"O","16"
"3937","go",284,0,"O","16"
"3938","go",307,0,"O","16"
"3939","go",498,0,"O","16"
"3940","go",369,0,"O","16"
"3941","nogo",2000,0,"O","16"
"3942","go",451,0,"O","16"
"3943","nogo",2000,0,"O","16"
"3944","go",423,0,"O","16"
"3945","go",352,0,"O","16"
"3946","go",326,0,"O","16"
"3947","go",292,0,"O","16"
"3948","nogo",2000,0,"O","16"
"3949","nogo",2000,0,"O","16"
"3950","go",406,0,"O","16"
"3951","nogo",2000,0,"O","16"
"3952","nogo",2000,0,"O","16"
"3953","nogo",2000,0,"O","16"
"3954","go",387,0,"O","16"
"3955","go",294,0,"O","16"
"3956","nogo",2000,0,"O","16"
"3957","go",482,0,"O","16"
"3958","go",386,0,"O","16"
"3959","go",350,0,"O","16"
"3960","nogo",2000,0,"O","16"
"3961","nogo",2000,0,"O","16"
"3962","go",570,0,"O","16"
"3963","go",294,0,"O","16"
"3964","go",270,0,"O","16"
"3965","go",344,0,"O","16"
"3966","go",293,0,"O","16"
"3967","go",316,0,"O","16"
"3968","nogo",2000,0,"O","16"
"3969","go",441,0,"O","16"
"3970","go",273,0,"O","16"
"3971","nogo",2000,0,"O","16"
"3972","nogo",2000,0,"O","16"
"3973","nogo",2000,0,"O","16"
"3974","go",461,0,"O","16"
"3975","nogo",2000,0,"O","16"
"3976","go",456,0,"O","16"
"3977","go",376,0,"O","16"
"3978","nogo",2000,0,"O","16"
"3979","nogo",2000,0,"O","16"
"3980","go",494,0,"O","16"
"3981","go",325,0,"O","16"
"3982","nogo",2000,0,"O","16"
"3983","go",552,0,"O","16"
"3984","nogo",2000,0,"O","16"
"3985","nogo",2000,0,"O","16"
"3986","go",437,0,"O","16"
"3987","go",311,0,"O","16"
"3988","go",274,0,"O","16"
"3989","go",267,0,"O","16"
"3990","go",276,0,"O","16"
"3991","go",267,0,"O","16"
"3992","nogo",2000,0,"O","16"
"3993","go",385,0,"O","16"
"3994","go",356,0,"O","16"
"3995","go",322,0,"O","16"
"3996","go",320,0,"O","16"
"3997","nogo",2000,0,"O","16"
"3998","nogo",2000,0,"O","16"
"3999","nogo",2000,0,"O","16"
"4000","nogo",2000,0,"O","16"
"4001","go",396,0,"O","16"
"4002","go",585,0,"O","17"
"4003","go",466,0,"O","17"
"4004","go",389,0,"O","17"
"4005","go",367,0,"O","17"
"4006","go",372,0,"O","17"
"4007","nogo",2000,0,"O","17"
"4008","go",326,0,"O","17"
"4009","go",330,0,"O","17"
"4010","go",335,0,"O","17"
"4011","go",392,0,"O","17"
"4012","nogo",2000,0,"O","17"
"4013","go",305,0,"O","17"
"4014","go",298,0,"O","17"
"4015","go",332,0,"O","17"
"4016","go",331,0,"O","17"
"4017","go",336,0,"O","17"
"4018","go",336,0,"O","17"
"4019","go",343,0,"O","17"
"4020","go",340,0,"O","17"
"4021","go",322,0,"O","17"
"4022","nogo",2000,0,"O","17"
"4023","go",326,0,"O","17"
"4024","go",289,0,"O","17"
"4025","go",298,0,"O","17"
"4026","go",321,0,"O","17"
"4027","go",321,0,"O","17"
"4028","go",312,0,"O","17"
"4029","go",293,0,"O","17"
"4030","go",1060,0,"O","17"
"4031","go",355,0,"O","17"
"4032","go",349,0,"O","17"
"4033","go",291,0,"O","17"
"4034","go",355,0,"O","17"
"4035","go",305,0,"O","17"
"4036","go",311,0,"O","17"
"4037","nogo",2000,0,"O","17"
"4038","go",309,0,"O","17"
"4039","go",249,0,"O","17"
"4040","go",276,0,"O","17"
"4041","go",307,0,"O","17"
"4042","go",300,0,"O","17"
"4043","go",274,0,"O","17"
"4044","go",300,0,"O","17"
"4045","go",282,0,"O","17"
"4046","go",298,0,"O","17"
"4047","go",306,0,"O","17"
"4048","go",313,0,"O","17"
"4049","nogo",2000,0,"O","17"
"4050","go",501,0,"O","17"
"4051","go",316,0,"O","17"
"4052","nogo",178,1,"O","17"
"4053","go",453,0,"O","17"
"4054","go",341,0,"O","17"
"4055","nogo",2000,0,"O","17"
"4056","go",322,0,"O","17"
"4057","go",342,0,"O","17"
"4058","go",346,0,"O","17"
"4059","go",323,0,"O","17"
"4060","go",290,0,"O","17"
"4061","go",307,0,"O","17"
"4062","go",345,0,"O","17"
"4063","go",334,0,"O","17"
"4064","nogo",2000,0,"O","17"
"4065","nogo",2000,0,"O","17"
"4066","go",781,0,"O","17"
"4067","go",312,0,"O","17"
"4068","go",295,0,"O","17"
"4069","nogo",141,1,"O","17"
"4070","go",602,0,"O","17"
"4071","nogo",2000,0,"O","17"
"4072","go",340,0,"O","17"
"4073","go",337,0,"O","17"
"4074","go",305,0,"O","17"
"4075","go",302,0,"O","17"
"4076","go",317,0,"O","17"
"4077","go",380,0,"O","17"
"4078","go",352,0,"O","17"
"4079","go",342,0,"O","17"
"4080","go",355,0,"O","17"
"4081","go",323,0,"O","17"
"4082","go",305,0,"O","17"
"4083","go",303,0,"O","17"
"4084","go",289,0,"O","17"
"4085","go",321,0,"O","17"
"4086","go",327,0,"O","17"
"4087","go",379,0,"O","17"
"4088","go",417,0,"O","17"
"4089","go",363,0,"O","17"
"4090","go",382,0,"O","17"
"4091","go",390,0,"O","17"
"4092","go",490,0,"O","17"
"4093","go",362,0,"O","17"
"4094","go",400,0,"O","17"
"4095","go",372,0,"O","17"
"4096","go",407,0,"O","17"
"4097","go",499,0,"O","17"
"4098","go",467,0,"O","17"
"4099","go",660,0,"O","17"
"4100","go",660,0,"O","17"
"4101","go",381,0,"O","17"
"4102","go",435,0,"O","17"
"4103","go",396,0,"O","17"
"4104","go",369,0,"O","17"
"4105","go",350,0,"O","17"
"4106","go",346,0,"O","17"
"4107","go",358,0,"O","17"
"4108","nogo",2000,0,"O","17"
"4109","nogo",2000,0,"O","17"
"4110","go",533,0,"O","17"
"4111","go",354,0,"O","17"
"4112","go",351,0,"O","17"
"4113","go",316,0,"O","17"
"4114","go",308,0,"O","17"
"4115","go",356,0,"O","17"
"4116","go",345,0,"O","17"
"4117","nogo",2000,0,"O","17"
"4118","go",554,0,"O","17"
"4119","nogo",365,1,"O","17"
"4120","nogo",2000,0,"O","17"
"4121","go",440,0,"O","17"
"4122","go",336,0,"O","17"
"4123","go",327,0,"O","17"
"4124","nogo",2000,0,"O","17"
"4125","go",523,0,"O","17"
"4126","nogo",2000,0,"O","17"
"4127","nogo",2000,0,"O","17"
"4128","go",448,0,"O","17"
"4129","go",344,0,"O","17"
"4130","go",341,0,"O","17"
"4131","go",307,0,"O","17"
"4132","go",331,0,"O","17"
"4133","go",378,0,"O","17"
"4134","go",310,0,"O","17"
"4135","go",349,0,"O","17"
"4136","go",365,0,"O","17"
"4137","go",311,0,"O","17"
"4138","go",400,0,"O","17"
"4139","go",340,0,"O","17"
"4140","go",346,0,"O","17"
"4141","go",311,0,"O","17"
"4142","go",294,0,"O","17"
"4143","go",262,0,"O","17"
"4144","nogo",343,1,"O","17"
"4145","go",408,0,"O","17"
"4146","go",290,0,"O","17"
"4147","go",491,0,"O","17"
"4148","nogo",2000,0,"O","17"
"4149","nogo",2000,0,"O","17"
"4150","go",435,0,"O","17"
"4151","go",324,0,"O","17"
"4152","go",306,0,"O","17"
"4153","go",281,0,"O","17"
"4154","go",281,0,"O","17"
"4155","go",265,0,"O","17"
"4156","nogo",563,1,"O","17"
"4157","go",423,0,"O","17"
"4158","nogo",2000,0,"O","17"
"4159","go",430,0,"O","17"
"4160","go",317,0,"O","17"
"4161","go",293,0,"O","17"
"4162","nogo",2000,0,"O","17"
"4163","go",441,0,"O","17"
"4164","go",312,0,"O","17"
"4165","go",313,0,"O","17"
"4166","go",344,0,"O","17"
"4167","go",324,0,"O","17"
"4168","go",346,0,"O","17"
"4169","go",362,0,"O","17"
"4170","go",414,0,"O","17"
"4171","go",397,0,"O","17"
"4172","nogo",2000,0,"O","17"
"4173","go",388,0,"O","17"
"4174","nogo",2000,0,"O","17"
"4175","go",333,0,"O","17"
"4176","go",294,0,"O","17"
"4177","go",285,0,"O","17"
"4178","go",343,0,"O","17"
"4179","go",412,0,"O","17"
"4180","go",311,0,"O","17"
"4181","nogo",286,1,"O","17"
"4182","go",552,0,"O","17"
"4183","go",341,0,"O","17"
"4184","go",315,0,"O","17"
"4185","nogo",2000,0,"O","17"
"4186","go",383,0,"O","17"
"4187","go",352,0,"O","17"
"4188","go",318,0,"O","17"
"4189","nogo",2000,0,"O","17"
"4190","nogo",402,1,"O","17"
"4191","nogo",2000,0,"O","17"
"4192","nogo",2000,0,"O","17"
"4193","go",619,0,"O","17"
"4194","go",413,0,"O","17"
"4195","go",470,0,"O","17"
"4196","nogo",2000,0,"O","17"
"4197","go",423,0,"O","17"
"4198","nogo",2000,0,"O","17"
"4199","go",674,0,"O","17"
"4200","go",554,0,"O","17"
"4201","go",497,0,"O","17"
"4202","nogo",2000,0,"O","17"
"4203","nogo",2000,0,"O","17"
"4204","go",496,0,"O","17"
"4205","go",447,0,"O","17"
"4206","go",632,0,"O","17"
"4207","go",387,0,"O","17"
"4208","go",358,0,"O","17"
"4209","go",334,0,"O","17"
"4210","nogo",274,1,"O","17"
"4211","go",427,0,"O","17"
"4212","go",365,0,"O","17"
"4213","go",418,0,"O","17"
"4214","go",341,0,"O","17"
"4215","go",363,0,"O","17"
"4216","go",359,0,"O","17"
"4217","nogo",2000,0,"O","17"
"4218","nogo",2000,0,"O","17"
"4219","go",437,0,"O","17"
"4220","go",327,0,"O","17"
"4221","go",350,0,"O","17"
"4222","go",315,0,"O","17"
"4223","nogo",2000,0,"O","17"
"4224","nogo",2000,0,"O","17"
"4225","go",346,0,"O","17"
